acc,congruency,response_time,subject_nr
85.5371900826,con,723,12
85.5967078189,con,627,12
85.6557377049,neutral,536,12
85.7142857143,neutral,617,12
85.7723577236,con,1087,12
85.4251012146,con,643,12
85.4838709677,con,571,12
85.5421686747,con,505,12
85.6,con,593,12
85.2589641434,con,523,12
85.3174603175,con,523,12
85.3754940711,inc,782,12
85.4330708661,con,730,12
85.0980392157,con,824,12
85.15625,con,552,12
85.2140077821,con,1099,12
85.2713178295,con,577,12
85.3281853282,con,642,12
85.3846153846,con,700,12
85.4406130268,con,807,12
85.4961832061,con,434,12
85.5513307985,con,731,12
85.6060606061,neutral,1031,12
85.6603773585,con,755,12
85.3383458647,con,858,12
85.393258427,con,881,12
85.0746268657,con,587,12
85.1301115242,con,839,12
85.1851851852,con,624,12
85.2398523985,con,812,12
85.2941176471,neutral,680,12
85.347985348,inc,445,12
85.401459854,con,596,12
85.4545454545,con,636,12
85.1449275362,inc,1042,12
85.1985559567,con,618,12
84.8920863309,inc,948,12
84.9462365591,con,855,12
85,con,524,12
84.6975088968,neutral,729,12
100,con,1930,13
80,inc,1147,13
83.3333333333,con,730,13
85.7142857143,neutral,536,13
87.5,neutral,590,13
88.8888888889,neutral,724,13
90,con,1152,13
90.9090909091,con,618,13
91.6666666667,neutral,1098,13
92.3076923077,inc,621,13
85.7142857143,inc,945,13
86.6666666667,con,974,13
87.5,inc,718,13
88.2352941176,inc,1222,13
88.8888888889,neutral,664,13
89.4736842105,con,594,13
90,inc,738,13
90.4761904762,con,645,13
86.3636363636,inc,663,13
86.9565217391,inc,775,13
87.5,con,603,13
88,neutral,1013,13
84.6153846154,neutral,801,13
85.1851851852,con,971,13
85.7142857143,con,940,13
86.2068965517,neutral,1036,13
86.6666666667,neutral,547,13
87.0967741935,con,660,13
84.375,neutral,880,13
84.8484848485,con,539,13
85.2941176471,neutral,507,13
82.8571428571,neutral,609,13
83.3333333333,inc,611,13
83.7837837838,inc,989,13
84.2105263158,inc,564,13
84.6153846154,inc,529,13
82.9268292683,inc,1797,13
83.3333333333,neutral,870,13
83.7209302326,con,596,13
84.0909090909,con,874,13
84.4444444444,con,668,13
84.7826086957,con,552,13
82.9787234043,con,918,13
83.3333333333,inc,777,13
83.6734693878,con,521,13
82,con,747,13
82.3529411765,inc,759,13
82.6923076923,con,492,13
83.0188679245,inc,544,13
83.3333333333,con,424,13
83.6363636364,con,423,13
83.9285714286,con,687,13
84.2105263158,con,561,13
84.4827586207,con,640,13
84.7457627119,con,750,13
85,con,475,13
85.2459016393,con,744,13
85.4838709677,con,712,13
85.7142857143,con,612,13
85.9375,con,513,13
84.6153846154,inc,922,13
84.8484848485,inc,1015,13
85.0746268657,con,597,13
85.2941176471,con,641,13
85.5072463768,con,589,13
85.7142857143,neutral,631,13
85.9154929577,con,635,13
86.1111111111,con,692,13
86.301369863,con,415,13
86.4864864865,con,561,13
86.6666666667,con,634,13
86.8421052632,con,629,13
87.012987013,inc,844,13
87.1794871795,con,695,13
87.3417721519,con,607,13
87.5,con,659,13
87.6543209877,con,524,13
87.8048780488,con,562,13
87.9518072289,con,649,13
88.0952380952,con,702,13
88.2352941176,con,518,13
88.3720930233,con,546,13
88.5057471264,con,653,13
88.6363636364,neutral,631,13
87.6404494382,inc,727,13
87.7777777778,neutral,572,13
87.9120879121,neutral,828,13
88.0434782609,con,590,13
88.1720430108,con,735,13
88.2978723404,neutral,537,13
88.4210526316,inc,1141,13
88.5416666667,neutral,633,13
88.6597938144,con,530,13
88.7755102041,con,548,13
88.8888888889,con,656,13
89,con,564,13
89.1089108911,con,636,13
89.2156862745,con,547,13
89.3203883495,con,633,13
89.4230769231,con,665,13
88.5714285714,con,512,13
88.679245283,con,609,13
87.8504672897,con,1014,13
87.962962963,con,570,13
87.1559633028,inc,981,13
87.2727272727,con,607,13
87.3873873874,con,604,13
87.5,con,577,13
87.610619469,inc,1287,13
86.8421052632,con,2000,13
86.9565217391,neutral,623,13
87.0689655172,con,523,13
87.1794871795,con,551,13
87.2881355932,con,463,13
87.3949579832,neutral,945,13
87.5,con,607,13
87.6033057851,con,675,13
87.7049180328,con,539,13
87.8048780488,con,718,13
87.9032258065,con,412,13
88,con,614,13
88.0952380952,con,396,13
88.188976378,con,825,13
88.28125,con,703,13
88.3720930233,con,509,13
88.4615384615,con,613,13
88.5496183206,con,908,13
88.6363636364,con,592,13
88.7218045113,con,561,13
88.8059701493,con,718,13
88.8888888889,con,554,13
88.9705882353,con,539,13
89.0510948905,con,644,13
89.1304347826,con,548,13
89.2086330935,con,536,13
89.2857142857,con,526,13
89.3617021277,neutral,701,13
89.4366197183,con,520,13
89.5104895105,con,633,13
89.5833333333,inc,989,13
89.6551724138,con,648,13
89.0410958904,con,502,13
89.1156462585,con,491,13
89.1891891892,con,647,13
89.2617449664,con,894,13
89.3333333333,con,414,13
89.4039735099,con,506,13
89.4736842105,con,481,13
89.5424836601,con,520,13
89.6103896104,con,524,13
89.6774193548,con,1431,13
89.7435897436,con,909,13
89.1719745223,neutral,494,13
89.2405063291,con,742,13
89.3081761006,con,397,13
89.375,neutral,620,13
89.5061728395,neutral,579,13
89.5705521472,inc,1199,13
89.6341463415,inc,1119,13
89.696969697,inc,633,13
89.7590361446,inc,613,13
89.8203592814,inc,977,13
89.2857142857,inc,1397,13
88.7573964497,inc,1551,13
88.2352941176,neutral,870,13
88.3040935673,inc,1048,13
87.7906976744,inc,738,13
87.8612716763,inc,1056,13
87.9310344828,inc,867,13
88,inc,830,13
88.0681818182,neutral,444,13
88.1355932203,inc,785,13
88.202247191,neutral,529,13
88.2681564246,inc,585,13
87.7777777778,inc,871,13
87.8453038674,inc,723,13
87.3626373626,inc,770,13
87.4316939891,con,628,13
87.5,neutral,693,13
87.5675675676,inc,553,13
87.6344086022,inc,689,13
87.7005347594,con,526,13
87.7659574468,inc,838,13
87.8306878307,con,684,13
87.8947368421,inc,794,13
87.9581151832,neutral,783,13
88.0208333333,neutral,800,13
88.0829015544,inc,913,13
88.1443298969,inc,871,13
88.2051282051,neutral,608,13
88.2653061224,con,643,13
88.3248730964,inc,805,13
88.3838383838,inc,525,13
88.4422110553,neutral,796,13
88.5,inc,630,13
88.5572139303,inc,641,13
88.6138613861,inc,711,13
88.1773399015,inc,864,13
88.2352941176,inc,887,13
88.2926829268,inc,678,13
88.3495145631,inc,878,13
88.4057971014,inc,621,13
87.9807692308,inc,606,13
88.038277512,inc,599,13
88.0952380952,inc,575,13
87.6777251185,inc,685,13
87.7358490566,inc,1254,13
87.79342723,inc,943,13
87.8504672897,neutral,531,13
87.9069767442,inc,622,13
87.962962963,inc,707,13
88.0184331797,inc,870,13
88.0733944954,inc,504,13
88.1278538813,inc,906,13
88.1818181818,inc,631,13
88.2352941176,con,1491,13
88.2882882883,inc,631,13
88.3408071749,con,944,13
88.3928571429,inc,512,13
88.4444444444,inc,729,13
88.4955752212,inc,581,13
88.1057268722,inc,741,13
88.1578947368,inc,605,13
88.2096069869,con,958,13
88.2608695652,inc,496,13
88.3116883117,inc,758,13
88.3620689655,inc,537,13
87.982832618,inc,761,13
88.0341880342,inc,823,13
88.085106383,con,452,13
88.1355932203,inc,1244,13
88.1856540084,con,531,13
88.2352941176,inc,605,13
88.2845188285,inc,636,13
88.3333333333,inc,811,13
88.3817427386,inc,1260,13
88.4297520661,neutral,784,13
88.4773662551,inc,773,13
88.5245901639,inc,521,13
88.5714285714,inc,807,13
88.6178861789,inc,915,13
88.6639676113,inc,587,13
88.7096774194,inc,711,13
88.7550200803,inc,670,13
88.4,inc,709,13
88.4462151394,inc,534,13
88.4920634921,inc,597,13
88.5375494071,inc,557,13
88.5826771654,con,769,13
88.6274509804,inc,880,13
88.671875,inc,779,13
88.7159533074,con,545,13
88.7596899225,inc,771,13
88.8030888031,inc,837,13
88.8461538462,inc,897,13
88.8888888889,inc,503,13
88.5496183206,inc,609,13
88.5931558935,inc,662,13
88.6363636364,neutral,614,13
88.679245283,inc,816,13
88.7218045113,inc,823,13
88.7640449438,inc,1041,13
88.8059701493,con,560,13
88.8475836431,inc,524,13
88.8888888889,inc,692,13
88.9298892989,inc,795,13
88.9705882353,inc,779,13
89.010989011,inc,495,13
89.0510948905,inc,725,13
89.0909090909,inc,732,13
89.1304347826,inc,638,13
88.8086642599,inc,541,13
88.8489208633,inc,676,13
88.8888888889,inc,729,13
88.9285714286,inc,644,13
88.9679715302,inc,1234,13
100,neutral,612,0
100,con,736,0
100,con,627,0
100,inc,540,0
100,neutral,401,0
88.88888889,neutral,794,0
90,inc,477,0
81.81818182,con,720,0
83.33333333,inc,804,0
84.61538462,inc,1101,0
85.71428571,con,1152,0
86.66666667,con,817,0
87.5,neutral,599,0
88.23529412,neutral,723,0
88.88888889,con,650,0
89.47368421,con,663,0
90,con,621,0
90.47619048,con,587,0
90.90909091,con,594,0
91.30434783,neutral,709,0
91.66666667,inc,796,0
92,inc,742,0
92.30769231,neutral,544,0
88.88888889,inc,691,0
89.28571429,neutral,620,0
89.65517241,inc,713,0
90,con,533,0
87.09677419,inc,631,0
87.5,neutral,649,0
87.87878788,neutral,616,0
88.23529412,inc,706,0
88.57142857,inc,790,0
88.88888889,neutral,615,0
89.18918919,con,570,0
89.47368421,neutral,701,0
89.74358974,inc,639,0
90.24390244,inc,714,0
90.47619048,inc,718,0
90.69767442,inc,800,0
90.90909091,neutral,902,0
91.11111111,inc,780,0
91.30434783,con,582,0
91.4893617,neutral,537,0
91.66666667,inc,678,0
91.83673469,inc,764,0
92,neutral,1541,0
92.15686275,inc,758,0
92.30769231,inc,658,0
92.45283019,inc,793,0
92.59259259,inc,632,0
92.72727273,inc,659,0
92.85714286,neutral,649,0
92.98245614,inc,571,0
93.10344828,inc,660,0
93.22033898,inc,609,0
93.33333333,neutral,684,0
91.80327869,inc,693,0
91.93548387,inc,752,0
90.47619048,inc,934,0
90.625,con,631,0
90.76923077,inc,733,0
90.90909091,inc,638,0
91.04477612,inc,613,0
91.17647059,inc,600,0
91.30434783,inc,719,0
91.42857143,inc,660,0
91.54929577,inc,706,0
91.66666667,inc,1503,0
91.78082192,inc,1458,0
91.89189189,inc,736,0
92,con,696,0
92.10526316,inc,949,0
92.20779221,inc,614,0
92.30769231,inc,1996,0
92.40506329,inc,642,0
92.5,con,503,0
92.59259259,inc,630,0
92.68292683,inc,705,0
92.77108434,neutral,605,0
92.85714286,con,584,0
92.94117647,neutral,619,0
93.02325581,inc,873,0
91.95402299,inc,999,0
92.04545455,inc,781,0
92.13483146,inc,545,0
92.22222222,inc,1265,0
92.30769231,inc,671,0
92.39130435,inc,1592,0
92.47311828,inc,1023,0
91.4893617,inc,755,0
91.57894737,inc,939,0
90.625,inc,996,0
89.69072165,inc,790,0
89.79591837,inc,1035,0
89.8989899,inc,791,0
90,inc,493,0
90.0990099,inc,413,0
90.19607843,neutral,759,0
90.29126214,inc,621,0
90.38461538,inc,812,0
90.47619048,inc,691,0
90.56603774,inc,1075,0
90.65420561,con,709,0
90.74074074,inc,982,0
90.82568807,inc,1061,0
90.90909091,inc,905,0
90.99099099,inc,1171,0
91.07142857,inc,1297,0
91.15044248,inc,895,0
91.22807018,neutral,733,0
91.30434783,inc,756,0
91.37931034,inc,852,0
91.45299145,neutral,813,0
90.6779661,con,794,0
90.75630252,inc,1000,0
90.83333333,inc,767,0
90.90909091,inc,1138,0
90.98360656,inc,688,0
91.05691057,inc,943,0
91.12903226,inc,745,0
91.2,inc,938,0
91.26984127,con,603,0
91.33858268,inc,993,0
90.625,inc,600,0
90.69767442,inc,640,0
90,inc,1100,0
90.07633588,inc,1040,0
90.15151515,inc,885,0
90.22556391,inc,1575,0
90.29850746,con,1202,0
90.37037037,neutral,576,0
90.44117647,inc,1501,0
90.51094891,inc,882,0
90.57971014,inc,847,0
90.64748201,inc,957,0
90.71428571,inc,736,0
90.78014184,inc,778,0
90.84507042,con,846,0
90.90909091,inc,761,0
90.97222222,inc,767,0
91.03448276,inc,717,0
91.09589041,inc,821,0
91.15646259,con,705,0
91.21621622,inc,873,0
91.27516779,inc,1317,0
91.33333333,con,751,0
91.39072848,neutral,692,0
90.78947368,inc,626,0
90.19607843,inc,2000,0
90.25974026,inc,831,0
90.32258065,inc,659,0
89.74358974,inc,1266,0
89.17197452,inc,1126,0
89.24050633,inc,1135,0
89.3081761,inc,774,0
89.375,inc,698,0
89.50617284,con,762,0
89.57055215,con,526,0
89.63414634,con,781,0
89.6969697,con,868,0
89.75903614,con,716,0
89.82035928,neutral,844,0
89.88095238,con,615,0
89.9408284,con,679,0
90,con,653,0
90.05847953,neutral,998,0
90.11627907,con,907,0
90.1734104,con,602,0
90.22988506,inc,497,0
90.28571429,con,489,0
90.34090909,con,560,0
90.39548023,con,447,0
90.4494382,con,601,0
90.5027933,con,611,0
90.55555556,con,617,0
90.60773481,con,575,0
90.65934066,con,626,0
90.71038251,con,1019,0
90.76086957,neutral,940,0
90.81081081,con,496,0
90.86021505,neutral,734,0
90.90909091,con,609,0
90.95744681,con,552,0
91.00529101,con,613,0
91.05263158,con,476,0
91.09947644,con,1043,0
91.14583333,con,540,0
91.19170984,con,524,0
91.2371134,con,559,0
91.28205128,con,447,0
91.32653061,neutral,1075,0
91.37055838,con,975,0
91.41414141,con,707,0
91.45728643,con,610,0
91.5,con,626,0
91.54228856,con,586,0
91.58415842,con,673,0
91.13300493,con,697,0
91.17647059,con,636,0
91.2195122,neutral,1221,0
90.77669903,inc,2000,0
90.82125604,con,861,0
90.86538462,neutral,1118,0
90.90909091,con,569,0
90.95238095,con,598,0
90.99526066,con,614,0
91.03773585,con,602,0
91.07981221,con,896,0
91.12149533,con,596,0
91.1627907,con,897,0
90.74074074,neutral,778,0
90.78341014,con,588,0
90.82568807,con,815,0
90.86757991,con,580,0
90.90909091,con,538,0
90.95022624,con,490,0
90.99099099,con,459,0
91.03139013,con,523,0
91.07142857,con,590,0
91.11111111,con,573,0
91.15044248,neutral,1094,0
91.18942731,neutral,1160,0
91.22807018,neutral,448,0
91.26637555,con,424,0
91.30434783,con,661,0
91.34199134,inc,1360,0
91.37931034,inc,703,0
91.41630901,con,485,0
91.45299145,inc,949,0
91.4893617,con,592,0
91.52542373,con,597,0
91.56118143,inc,1208,0
91.59663866,con,558,0
91.63179916,con,447,0
91.66666667,con,781,0
91.70124481,con,523,0
91.73553719,con,532,0
91.76954733,con,501,0
91.80327869,con,550,0
91.83673469,inc,1054,0
91.8699187,con,1176,0
91.90283401,con,407,0
91.93548387,con,796,0
91.96787149,con,586,0
92,con,639,0
92.03187251,con,516,0
92.06349206,con,571,0
92.09486166,con,595,0
92.12598425,inc,1197,0
91.76470588,con,598,0
91.796875,con,701,0
91.82879377,con,723,0
91.86046512,con,1518,0
91.89189189,neutral,1234,0
91.92307692,con,575,0
91.95402299,con,531,0
91.98473282,con,652,0
91.63498099,inc,950,0
91.66666667,con,578,0
91.69811321,con,527,0
91.72932331,con,646,0
91.76029963,con,553,0
91.79104478,inc,975,0
91.82156134,con,627,0
91.85185185,inc,939,0
91.88191882,con,571,0
91.54411765,con,578,0
91.57509158,con,559,0
91.60583942,con,581,0
91.63636364,con,441,0
91.66666667,con,473,0
91.6967509,con,585,0
91.36690647,con,546,0
91.39784946,con,635,0
91.42857143,inc,1042,0
91.45907473,con,734,0
100,inc,1417,1
100,neutral,716,1
100,inc,1002,1
100,neutral,1232,1
87.5,inc,1284,1
88.8888888889,inc,1439,1
90,inc,1052,1
90.9090909091,con,749,1
91.6666666667,inc,970,1
92.3076923077,con,1156,1
92.8571428571,con,860,1
93.3333333333,neutral,1061,1
93.75,inc,1178,1
88.2352941176,con,2000,1
88.8888888889,con,814,1
89.4736842105,con,695,1
90,con,933,1
90.4761904762,neutral,884,1
90.9090909091,neutral,733,1
91.3043478261,inc,902,1
91.6666666667,neutral,987,1
92,neutral,787,1
92.3076923077,con,822,1
92.5925925926,con,860,1
92.8571428571,inc,622,1
93.1034482759,neutral,929,1
90,neutral,921,1
90.3225806452,inc,607,1
90.625,con,823,1
90.9090909091,con,632,1
91.1764705882,inc,625,1
91.4285714286,neutral,716,1
91.6666666667,con,612,1
91.8918918919,neutral,552,1
92.1052631579,neutral,875,1
92.3076923077,inc,711,1
92.6829268293,inc,965,1
92.8571428571,neutral,618,1
93.023255814,inc,791,1
93.1818181818,neutral,715,1
93.3333333333,inc,861,1
93.4782608696,inc,870,1
93.6170212766,inc,550,1
93.75,inc,659,1
91.8367346939,inc,683,1
92,inc,705,1
92.1568627451,inc,696,1
92.3076923077,inc,775,1
92.4528301887,inc,896,1
92.5925925926,inc,635,1
92.7272727273,con,871,1
92.8571428571,inc,773,1
92.9824561404,inc,775,1
93.1034482759,inc,570,1
93.2203389831,inc,695,1
93.3333333333,inc,607,1
93.4426229508,inc,718,1
93.5483870968,inc,1170,1
93.6507936508,inc,735,1
93.75,inc,350,1
93.8461538462,inc,642,1
93.9393939394,con,786,1
94.0298507463,inc,640,1
94.1176470588,inc,881,1
92.7536231884,inc,987,1
92.8571428571,inc,879,1
92.9577464789,inc,825,1
93.0555555556,con,689,1
93.1506849315,inc,1315,1
93.2432432432,neutral,640,1
93.3333333333,inc,903,1
93.4210526316,inc,1250,1
93.5064935065,neutral,638,1
93.5897435897,neutral,873,1
93.6708860759,inc,787,1
93.75,inc,794,1
93.8271604938,inc,961,1
93.9024390244,inc,730,1
93.9759036145,inc,747,1
94.0476190476,inc,771,1
94.1176470588,inc,776,1
94.1860465116,inc,958,1
94.2528735632,inc,924,1
94.3181818182,inc,688,1
94.3820224719,inc,583,1
94.4444444444,inc,1105,1
94.5054945055,inc,1074,1
94.5652173913,con,794,1
94.623655914,inc,987,1
94.6808510638,inc,611,1
94.7368421053,inc,757,1
94.7916666667,inc,631,1
94.8453608247,inc,793,1
94.8979591837,con,930,1
94.9494949495,con,550,1
95,inc,636,1
95.0495049505,neutral,760,1
95.0980392157,inc,647,1
95.145631068,inc,591,1
95.1923076923,inc,451,1
95.2380952381,inc,601,1
95.2830188679,inc,438,1
94.3925233645,inc,1349,1
94.4444444444,inc,525,1
94.495412844,inc,1714,1
94.5454545455,inc,756,1
94.5945945946,inc,930,1
94.6428571429,inc,1135,1
93.8053097345,inc,1189,1
93.8596491228,inc,1133,1
93.9130434783,inc,1457,1
93.9655172414,inc,1112,1
94.0170940171,inc,715,1
94.0677966102,inc,1484,1
94.1176470588,inc,974,1
94.1666666667,inc,1294,1
94.2148760331,inc,724,1
94.262295082,neutral,1174,1
94.3089430894,neutral,824,1
94.3548387097,inc,454,1
94.4,inc,914,1
94.4444444444,inc,667,1
94.4881889764,inc,661,1
94.53125,inc,744,1
94.5736434109,inc,1036,1
94.6153846154,neutral,847,1
94.6564885496,inc,889,1
94.696969697,neutral,939,1
94.7368421053,neutral,1054,1
94.776119403,inc,711,1
94.8148148148,inc,1379,1
94.8529411765,inc,1082,1
94.8905109489,inc,895,1
94.9275362319,inc,560,1
94.964028777,inc,519,1
95,con,529,1
94.3262411348,inc,753,1
94.3661971831,neutral,989,1
94.4055944056,inc,1298,1
94.4444444444,inc,885,1
94.4827586207,inc,909,1
94.5205479452,inc,638,1
94.5578231293,inc,735,1
94.5945945946,inc,1098,1
94.6308724832,inc,1415,1
94.6666666667,con,697,1
94.701986755,inc,945,1
94.7368421053,con,1256,1
94.7712418301,con,858,1
94.8051948052,con,487,1
94.8387096774,con,624,1
94.8717948718,inc,1340,1
94.9044585987,inc,730,1
94.9367088608,inc,659,1
94.9685534591,inc,944,1
95,inc,1257,1
95.0617283951,con,792,1
95.0920245399,con,547,1
95.1219512195,con,602,1
95.1515151515,con,581,1
95.1807228916,con,554,1
95.2095808383,con,506,1
95.2380952381,con,485,1
95.2662721893,con,502,1
95.2941176471,con,508,1
95.3216374269,con,608,1
95.3488372093,neutral,821,1
95.3757225434,con,694,1
94.8275862069,con,588,1
94.8571428571,con,673,1
94.8863636364,con,790,1
94.9152542373,con,686,1
94.9438202247,con,689,1
94.9720670391,inc,1652,1
95,con,591,1
95.0276243094,con,857,1
95.0549450549,neutral,900,1
95.0819672131,con,641,1
95.1086956522,con,841,1
95.1351351351,con,681,1
95.1612903226,inc,843,1
95.1871657754,con,650,1
95.2127659574,inc,705,1
95.2380952381,con,628,1
95.2631578947,con,636,1
95.2879581152,con,770,1
95.3125,inc,759,1
95.3367875648,con,1158,1
95.3608247423,con,790,1
95.3846153846,neutral,847,1
95.4081632653,neutral,870,1
94.923857868,con,692,1
94.9494949495,con,834,1
94.9748743719,con,720,1
95,con,1391,1
95.0248756219,con,559,1
95.0495049505,con,794,1
95.0738916256,con,662,1
95.0980392157,con,566,1
95.1219512195,neutral,774,1
95.145631068,con,664,1
95.1690821256,con,805,1
95.1923076923,inc,692,1
95.2153110048,con,655,1
95.2380952381,con,805,1
95.2606635071,neutral,660,1
95.2830188679,con,872,1
95.3051643192,con,647,1
94.8598130841,con,688,1
94.8837209302,con,553,1
94.9074074074,con,801,1
94.930875576,neutral,652,1
94.495412844,neutral,620,1
94.5205479452,con,590,1
94.5454545455,con,581,1
94.5701357466,inc,830,1
94.5945945946,con,656,1
94.6188340807,con,766,1
94.6428571429,con,847,1
94.6666666667,con,687,1
94.6902654867,inc,974,1
94.7136563877,con,714,1
94.7368421053,con,660,1
94.7598253275,con,737,1
94.7826086957,con,544,1
94.8051948052,con,608,1
94.8275862069,con,526,1
94.8497854077,con,965,1
94.8717948718,con,546,1
94.8936170213,neutral,706,1
94.4915254237,con,748,1
94.5147679325,con,735,1
94.5378151261,con,839,1
94.5606694561,con,577,1
94.5833333333,con,763,1
94.6058091286,neutral,746,1
94.6280991736,inc,897,1
94.6502057613,con,641,1
94.6721311475,con,743,1
94.693877551,con,627,1
94.7154471545,con,629,1
94.7368421053,con,687,1
94.3548387097,con,798,1
94.3775100402,con,1233,1
94.4,con,504,1
94.422310757,con,535,1
94.4444444444,con,599,1
94.4664031621,con,720,1
94.4881889764,con,709,1
94.5098039216,con,954,1
94.53125,con,526,1
94.5525291829,con,897,1
94.5736434109,con,851,1
94.2084942085,con,706,1
94.2307692308,con,537,1
94.2528735632,con,532,1
94.2748091603,con,647,1
94.2965779468,con,1346,1
94.3181818182,con,555,1
94.3396226415,inc,802,1
94.3609022556,con,395,1
94.3820224719,inc,447,1
94.0298507463,con,672,1
94.0520446097,con,651,1
94.0740740741,inc,608,1
94.0959409594,con,425,1
94.1176470588,con,810,1
94.1391941392,con,485,1
94.1605839416,con,444,1
94.1818181818,neutral,949,1
94.2028985507,con,786,1
94.2238267148,neutral,1007,1
94.2446043165,con,794,1
94.2652329749,con,537,1
93.9285714286,inc,826,1
93.9501779359,con,717,1
75,inc,1001,3
60,inc,2000,3
66.6666666667,inc,1382,3
71.4285714286,con,967,3
75,neutral,1099,3
77.7777777778,con,712,3
80,con,1003,3
81.8181818182,neutral,953,3
83.3333333333,con,1144,3
84.6153846154,con,550,3
85.7142857143,con,735,3
80,inc,1028,3
81.25,neutral,1216,3
82.3529411765,neutral,958,3
83.3333333333,neutral,1419,3
78.9473684211,inc,2000,3
75,neutral,2000,3
76.1904761905,neutral,791,3
77.2727272727,con,950,3
78.2608695652,neutral,1389,3
79.1666666667,neutral,746,3
80,inc,1094,3
80.7692307692,con,900,3
77.7777777778,inc,983,3
78.5714285714,con,995,3
75.8620689655,inc,1368,3
76.6666666667,inc,1775,3
77.4193548387,con,1229,3
78.125,con,1237,3
78.7878787879,neutral,1361,3
79.4117647059,neutral,1129,3
80,neutral,1034,3
80.5555555556,inc,1947,3
81.0810810811,con,918,3
78.9473684211,inc,2000,3
79.4871794872,inc,1863,3
80.487804878,neutral,1274,3
80.9523809524,con,872,3
81.3953488372,con,1113,3
81.8181818182,con,936,3
82.2222222222,neutral,717,3
82.6086956522,con,699,3
82.9787234043,con,763,3
83.3333333333,con,590,3
83.6734693878,con,636,3
84,con,1314,3
84.3137254902,con,536,3
84.6153846154,con,671,3
84.9056603774,con,804,3
85.1851851852,con,782,3
85.4545454545,con,607,3
85.7142857143,con,757,3
85.9649122807,con,831,3
86.2068965517,con,574,3
86.4406779661,con,870,3
86.6666666667,con,692,3
86.8852459016,con,863,3
87.0967741935,inc,1163,3
87.3015873016,neutral,986,3
87.5,con,964,3
87.6923076923,con,651,3
87.8787878788,con,567,3
88.0597014925,inc,1069,3
88.2352941176,con,1410,3
88.4057971014,inc,1472,3
88.5714285714,inc,1149,3
88.7323943662,con,722,3
88.8888888889,con,697,3
89.0410958904,con,894,3
89.1891891892,con,1112,3
89.3333333333,con,1012,3
88.1578947368,neutral,1421,3
88.3116883117,con,1098,3
88.4615384615,con,697,3
87.3417721519,con,1179,3
87.5,con,503,3
87.6543209877,con,837,3
87.8048780488,con,983,3
87.9518072289,con,730,3
88.0952380952,inc,1428,3
88.2352941176,con,685,3
88.3720930233,con,685,3
87.3563218391,con,2000,3
87.5,inc,1318,3
87.6404494382,con,733,3
87.7777777778,con,708,3
87.9120879121,neutral,1112,3
88.0434782609,con,1079,3
88.1720430108,con,833,3
88.2978723404,con,1321,3
88.4210526316,neutral,1159,3
88.5416666667,con,783,3
88.6597938144,con,696,3
88.7755102041,con,1100,3
88.8888888889,con,786,3
89,con,1097,3
89.1089108911,con,594,3
88.2352941176,inc,622,3
88.3495145631,con,769,3
88.4615384615,neutral,1254,3
88.5714285714,con,918,3
88.679245283,con,736,3
88.785046729,con,1087,3
88.8888888889,con,1193,3
88.9908256881,con,1086,3
89.0909090909,con,642,3
89.1891891892,con,695,3
89.2857142857,con,658,3
89.3805309735,neutral,1034,3
89.4736842105,con,1428,3
89.5652173913,con,747,3
89.6551724138,con,822,3
89.7435897436,con,791,3
89.8305084746,con,732,3
89.9159663866,con,638,3
89.1666666667,con,677,3
89.2561983471,neutral,857,3
89.3442622951,con,1300,3
89.4308943089,con,648,3
88.7096774194,con,828,3
88.8,inc,1214,3
88.8888888889,neutral,892,3
88.9763779528,con,725,3
89.0625,con,539,3
89.1472868217,con,768,3
89.2307692308,con,489,3
89.3129770992,con,659,3
89.3939393939,con,972,3
89.4736842105,con,695,3
89.552238806,con,996,3
89.6296296296,con,932,3
89.7058823529,con,630,3
89.7810218978,con,737,3
89.8550724638,con,847,3
89.928057554,con,778,3
90,con,1165,3
90.0709219858,neutral,1055,3
90.1408450704,con,731,3
90.2097902098,con,1361,3
90.2777777778,inc,961,3
90.3448275862,con,822,3
89.7260273973,neutral,813,3
89.7959183673,inc,1369,3
89.8648648649,con,954,3
89.932885906,con,686,3
90,con,1037,3
90.0662251656,con,1126,3
90.1315789474,inc,1741,3
90.1960784314,con,773,3
90.2597402597,con,813,3
90.3225806452,inc,1444,3
90.3846153846,con,748,3
90.4458598726,con,693,3
90.5063291139,con,747,3
90.5660377358,con,627,3
90.625,con,854,3
90.7407407407,inc,1505,3
90.7975460123,inc,989,3
90.8536585366,inc,807,3
90.9090909091,inc,1355,3
90.9638554217,inc,1226,3
91.0179640719,inc,965,3
91.0714285714,inc,1043,3
91.124260355,inc,1492,3
91.1764705882,con,1107,3
91.2280701754,inc,1227,3
91.2790697674,inc,920,3
91.3294797688,inc,981,3
91.3793103448,inc,1312,3
91.4285714286,con,738,3
91.4772727273,inc,1042,3
91.5254237288,neutral,1084,3
91.5730337079,neutral,1025,3
91.6201117318,inc,993,3
91.6666666667,neutral,936,3
91.7127071823,inc,887,3
91.7582417582,inc,1230,3
91.8032786885,inc,1164,3
91.847826087,inc,1168,3
91.8918918919,neutral,873,3
91.935483871,inc,1092,3
91.9786096257,inc,867,3
92.0212765957,inc,805,3
92.0634920635,inc,746,3
92.1052631579,inc,674,3
92.1465968586,inc,890,3
91.6666666667,inc,563,3
91.7098445596,inc,1341,3
91.7525773196,inc,1001,3
91.7948717949,inc,724,3
91.8367346939,inc,1051,3
