acc,congruency,response_time,subject_nr
78.5714285714,inc,705,12
78.8235294118,inc,443,12
79.0697674419,con,650,12
79.3103448276,inc,600,12
79.5454545455,inc,1256,12
79.7752808989,inc,649,12
78.8888888889,inc,820,12
79.1208791209,inc,1079,12
79.347826087,inc,862,12
78.4946236559,inc,638,12
77.6595744681,con,850,12
76.8421052632,inc,689,12
77.0833333333,inc,504,12
77.3195876289,inc,404,12
77.5510204082,con,585,12
77.7777777778,inc,776,12
78,con,958,12
78.2178217822,neutral,595,12
78.431372549,inc,662,12
77.6699029126,inc,702,12
77.8846153846,inc,1129,12
78.0952380952,inc,612,12
77.358490566,inc,818,12
77.5700934579,inc,1760,12
77.7777777778,inc,703,12
77.9816513761,inc,939,12
78.1818181818,inc,928,12
78.3783783784,inc,790,12
78.5714285714,inc,676,12
78.7610619469,inc,1188,12
78.9473684211,inc,1327,12
79.1304347826,inc,964,12
79.3103448276,inc,837,12
78.6324786325,inc,973,12
78.813559322,inc,746,12
78.9915966387,inc,697,12
79.1666666667,neutral,677,12
79.3388429752,inc,482,12
79.5081967213,inc,462,12
79.674796748,neutral,459,12
79.0322580645,inc,1194,12
79.2,inc,914,12
78.5714285714,inc,1095,12
78.7401574803,inc,822,12
78.90625,inc,821,12
78.2945736434,inc,826,12
78.4615384615,inc,1612,12
78.6259541985,inc,1598,12
78.7878787879,inc,862,12
78.9473684211,inc,959,12
79.1044776119,inc,870,12
79.2592592593,neutral,590,12
79.4117647059,inc,989,12
79.5620437956,inc,1004,12
79.7101449275,inc,869,12
79.8561151079,inc,502,12
80,inc,824,12
80.1418439716,inc,725,12
80.2816901408,neutral,722,12
80.4195804196,inc,1051,12
80.5555555556,con,922,12
80.6896551724,con,810,12
80.8219178082,neutral,590,12
80.9523809524,inc,802,12
81.0810810811,neutral,754,12
81.2080536913,inc,887,12
81.3333333333,inc,614,12
81.4569536424,inc,698,12
81.5789473684,inc,585,12
81.6993464052,inc,1053,12
81.8181818182,inc,968,12
81.935483871,neutral,540,12
82.0512820513,inc,724,12
81.5286624204,inc,737,12
81.6455696203,inc,873,12
81.7610062893,inc,587,12
81.25,inc,621,12
81.4814814815,neutral,743,12
81.5950920245,con,693,12
81.7073170732,con,542,12
81.8181818182,neutral,457,12
81.9277108434,con,1047,12
82.0359281437,con,573,12
82.1428571429,inc,1126,12
82.2485207101,con,1404,12
81.7647058824,con,731,12
81.8713450292,con,1132,12
81.976744186,con,659,12
82.0809248555,con,974,12
82.183908046,con,544,12
82.2857142857,con,1128,12
82.3863636364,con,516,12
82.4858757062,con,832,12
82.5842696629,inc,577,12
82.1229050279,con,577,12
82.2222222222,con,615,12
82.320441989,con,971,12
82.4175824176,inc,727,12
82.5136612022,con,667,12
82.6086956522,inc,663,12
82.7027027027,con,661,12
82.7956989247,con,663,12
82.8877005348,con,564,12
82.9787234043,neutral,662,12
83.0687830688,con,1222,12
83.1578947368,con,525,12
83.2460732984,con,598,12
83.3333333333,con,937,12
82.9015544041,con,997,12
82.4742268041,con,547,12
82.0512820513,neutral,664,12
82.1428571429,con,725,12
82.2335025381,con,534,12
82.3232323232,con,665,12
82.4120603015,inc,808,12
82.5,con,661,12
82.5870646766,con,824,12
82.6732673267,con,641,12
82.7586206897,con,561,12
82.8431372549,neutral,940,12
82.9268292683,con,649,12
83.0097087379,con,989,12
83.0917874396,con,766,12
83.1730769231,con,689,12
83.2535885167,con,753,12
83.3333333333,neutral,669,12
83.4123222749,inc,558,12
83.4905660377,con,397,12
83.5680751174,con,831,12
83.6448598131,inc,1033,12
83.7209302326,con,706,12
83.7962962963,con,639,12
83.8709677419,con,706,12
83.9449541284,con,710,12
84.0182648402,con,821,12
84.0909090909,con,620,12
84.1628959276,inc,574,12
84.2342342342,con,740,12
84.3049327354,con,738,12
84.375,con,568,12
84.4444444444,con,608,12
84.5132743363,con,1140,12
84.5814977974,con,671,12
84.649122807,con,600,12
84.7161572052,con,610,12
84.7826086957,neutral,591,12
84.8484848485,con,671,12
84.9137931034,con,665,12
84.9785407725,con,1167,12
85.0427350427,con,652,12
85.1063829787,con,533,12
85.1694915254,con,680,12
85.2320675105,con,739,12
85.2941176471,con,617,12
85.3556485356,con,620,12
85.4166666667,con,595,12
85.4771784232,con,560,12
